Source,Topic Name,Link
FirstPost,coronavirus,https://www.firstpost.com/india/novel-coronavirus-can-be-cured-with-gaumutra-gobar-claims-assam-bjp-mla-suman-haripriya-8111021.html
FirstPost,coronavirus,https://www.firstpost.com/politics/jp-nadda-asks-bjp-state-chiefs-not-to-hold-holi-celebrations-amid-coronavirus-outbreak-as-28-cases-reported-across-country-8118201.html
FirstPost,coronavirus,https://www.firstpost.com/politics/modi-and-muslims-how-bjp-hotheads-like-anurag-thakur-and-kapil-mishra-make-a-difficult-job-even-more-thankless-8137991.html
FirstPost,coronavirus,https://www.firstpost.com/politics/shivraj-singh-chouhan-takes-oath-as-madhya-pradesh-chief-minister-for-fourth-time-says-priority-is-to-fight-covid19-8180731.html
FirstPost,coronavirus,https://www.firstpost.com/health/coronavirus-outbreak-sports-minister-kiren-rijiju-pledges-to-donate-one-months-salary-to-pm-cares-fund-8201821.html
FirstPost,coronavirus,https://www.firstpost.com/politics/madhya-pradesh-crisis-day-after-kamal-naths-resignation-22-rebel-congress-mlas-join-bjp-8175111.html
FirstPost,coronavirus,https://www.firstpost.com/politics/digvijaya-singh-became-security-risk-amid-500-police-personnel-kamal-nath-slams-bjp-over-rs-mps-preventive-arrest-8164111.html
FirstPost,caa-nrc,https://www.firstpost.com/india/decoding-indias-engagement-with-caa-nrc-what-impels-or-deters-a-citizen-from-partaking-in-the-dialogue-7983381.html
FirstPost,caa-nrc,https://www.firstpost.com/india/maoists-adopt-new-propaganda-strategy-amp-up-rhetoric-on-caa-nrc-npr-to-drive-new-offensive-against-state-8164071.html
FirstPost,caa-nrc,https://www.firstpost.com/india/caa-nrc-will-create-religious-test-for-citizenship-lead-to-widespread-disenfranchisement-of-indian-muslims-says-us-panel-on-religious-freedom-8065821.html
FirstPost,caa-nrc,https://www.firstpost.com/india/harish-salves-arguments-expose-fault-lines-in-unconstitutionality-of-caa-narrative-against-act-built-on-a-mythical-nrc-8129021.html
FirstPost,caa-nrc,https://www.firstpost.com/politics/maharashtra-assembly-adjourns-for-30-mins-after-bjp-rakes-up-issues-of-caa-nrc-during-debate-on-state-budget-8151781.html
FirstPost,caa-nrc,https://www.firstpost.com/politics/no-need-to-fear-caa-uddhav-thackeray-says-discussed-nrc-npr-in-fruitful-meeting-with-narendra-modi-claims-no-tension-with-congress-ncp-8071901.html
FirstPost,caa-nrc,https://www.firstpost.com/india/anti-caa-protests-in-mumbai-hundreds-march-from-five-gardens-in-matunga-to-chaityabhoomi-in-dadar-on-womens-day-eve-8129181.html
FirstPost,caa-nrc,https://www.firstpost.com/india/shaheen-bagh-protesters-write-to-narendra-modi-urge-pm-to-listen-to-their-concerns-about-caa-nrc-over-a-cup-of-tea-7927351.html
FirstPost,caa-nrc,https://www.firstpost.com/india/go-back-modi-tmc-cpm-activists-raise-placards-during-protests-against-caa-nrc-ahead-of-pms-west-bengal-visit-7892811.html
FirstPost,caa-nrc,https://www.firstpost.com/india/caa-nrc-has-acted-as-trigger-for-muslims-lacking-political-representation-fuelling-communitys-animus-against-centre-7826891.html
FirstPost,caa-nrc,https://www.firstpost.com/politics/delhi-assembly-election-2020-despite-keeping-mum-on-caa-and-nrc-arvind-kejriwals-aap-may-find-favour-among-muslims-for-education-reforms-power-subsidy-7944631.html
FirstPost,caa-nrc,https://www.firstpost.com/politics/narendra-modi-mamata-banerjee-meeting-today-live-updates-west-bengal-visit-caa-nrc-npr-protest-violence-latest-news-7891441.html
FirstPost,caa-nrc,https://www.firstpost.com/india/npr-is-nothing-but-nrc-in-disguise-congress-p-chidambaram-says-after-kerala-govt-moves-sc-punjab-passes-resolution-against-caa-7926581.html
FirstPost,caa-nrc,https://www.firstpost.com/politics/always-opposed-caa-nrc-but-delhi-elections-will-be-fought-on-issues-which-affect-national-capital-says-arvind-kejriwal-7945231.html
FirstPost,caa-nrc,https://www.firstpost.com/politics/maharashtra-detention-centre-is-for-foreigners-awaiting-deportation-no-connection-with-caa-nrc-says-state-home-ministry-8122581.html
FirstPost,caa-nrc,https://www.firstpost.com/india/dmk-says-it-skipped-opposition-meeting-on-caa-nrc-because-congress-accused-mk-stalin-of-violating-coalition-dharma-in-local-body-polls-7906801.html
FirstPost,caa-nrc,https://www.firstpost.com/politics/four-goa-congress-leaders-resign-protesting-against-partys-wrong-stand-on-caa-nrc-say-they-are-in-favour-of-amended-law-7850831.html
FirstPost,caa-nrc,https://www.firstpost.com/politics/congress-backed-nsui-iyc-fail-to-capitalise-as-left-steers-youth-surge-against-caa-nrc-through-sfi-across-campuses-7897631.html
FirstPost,caa-nrc,https://www.firstpost.com/india/at-jnu-p-chidambaram-says-there-should-be-huge-mass-movement-is-any-muslim-is-sent-to-detention-camps-because-of-caa-8039601.html
FirstPost,caa-nrc,https://www.firstpost.com/india/delhi-violence-over-caa-protest-live-updates-northeast-delhi-maujpur-babarpur-jaffrabad-chand-bagh-bhajanpura-section-144-metro-dmrc-delhi-police-npr-nrc-latest-news-8086791.html
FirstPost,caa-nrc,https://www.firstpost.com/politics/aap-mayawati-mamata-banerjee-to-skip-congress-led-oppostion-parties-meeting-to-discuss-nrc-caa-today-assembly-to-be-chaired-by-sonia-gandhi-7897621.html
FirstPost,caa-nrc,https://www.firstpost.com/politics/parliament-budget-session-news-today-highlights-updates-2020-lok-sabha-rajya-sabha-shaheen-bagh-jamia-nrc-caa-congress-bjp-president-anurag-thakur-pravesh-verma-7998901.html
FirstPost,caa-nrc,https://www.firstpost.com/india/dmk-and-allies-to-conduct-massive-signature-campaign-against-caa-nrc-in-tamil-nadu-from-2-feb-7952781.html
FirstPost,caa-nrc,https://www.firstpost.com/politics/no-need-to-discuss-caa-npr-in-maharashtra-assembly-says-ashok-chavan-after-bjp-accuses-maha-vikas-aghadi-of-making-contradictory-remarks-8122751.html
FirstPost,caa-nrc,https://www.firstpost.com/politics/telangana-congress-asks-chief-minister-k-chandrasekhar-rao-to-follow-kerala-governments-steps-and-stop-npr-work-in-state-8132611.html
FirstPost,caa-nrc,https://www.firstpost.com/india/chhattisgarh-govt-school-students-take-part-in-pro-caa-rally-organised-by-abvp-probe-ordered-show-cause-notice-sent-to-principal-8110861.html
FirstPost,caa-nrc,https://www.firstpost.com/india/protesting-against-caa-nrc-is-a-fight-for-muslim-dignity-and-identity-covering-it-under-cloak-of-fight-for-constitution-will-be-misleading-7904341.html
FirstPost,caa-nrc,https://www.firstpost.com/india/narayan-gaikwads-quiet-crusade-a-maharashtrian-farmer-is-ceaselessly-raising-awareness-about-caa-nrc-8016251.html
FirstPost,caa-nrc,https://www.firstpost.com/india/supreme-court-hearing-on-caa-petitions-highlights-latest-news-today-no-stay-on-citizenship-amendment-act-nrc-npr-cji-chief-justice-assam-tripura-government-7937651.html
FirstPost,caa-nrc,https://www.firstpost.com/india/maoists-blow-up-empty-school-building-in-bihars-gaya-leave-behind-pamphlets-against-caanrc-and-npr-say-police-8061451.html
FirstPost,caa-nrc,https://www.firstpost.com/india/sheikh-hasina-says-indias-new-citizenship-law-unnecessary-maintains-caa-nrc-internal-matters-of-new-delhi-7927981.html
FirstPost,caa-nrc,https://www.firstpost.com/india/anti-caa-nrc-protests-led-by-umar-khalid-students-from-various-universities-march-from-delhis-mandi-house-to-jantar-mantar-7932841.html
FirstPost,caa-nrc,https://www.firstpost.com/india/good-economics-for-the-caa-nrc-times-banerjee-duflos-book-dispels-many-of-our-beliefs-about-immigration-7844721.html
FirstPost,coronavirus,https://www.dnaindia.com/india/video-6-tablighi-jamaat-attendees-test-positive-for-coronavirus-in-up-s-maharajganj-2819681
FirstPost,coronavirus,https://www.dnaindia.com/cricket/report-coronavirus-sachin-tendulkar-reveals-details-about-meeting-with-pm-modi-amid-covid-19-lockdown-2819622
FirstPost,coronavirus,https://www.dnaindia.com/india/report-coronavirus-false-videos-against-social-distancing-surface-on-social-media-govt-warns-strict-action-2819648
FirstPost,coronavirus,https://www.dnaindia.com/india/report-coronavirus-pandemic-15-indians-die-in-different-countries-highest-in-us-2819624
FirstPost,coronavirus,https://www.dnaindia.com/india/video-india-recorded-601-coronavirus-cases-in-last-24-hours-total-at-2902-health-ministry-2819707
FirstPost,coronavirus,https://www.dnaindia.com/india/photo-gallery-coronavirus-in-india-updates-2818392
FirstPost,coronavirus,https://www.dnaindia.com/analysis/report-coronavirus-modi-leads-the-world-2817378
FirstPost,coronavirus,https://www.dnaindia.com/india/report-covid-19-outbreak-first-case-of-coronavirus-confirmed-in-west-bengal-as-bureaucrat-s-son-tested-positive-2817580
FirstPost,coronavirus,https://www.dnaindia.com/india/report-how-pm-modi-is-leading-the-fight-against-coronavirus-outbreak-in-india-2818910
FirstPost,coronavirus,https://www.dnaindia.com/india/report-from-nationwide-lockdown-to-rs-15000-cr-fund-to-fight-coronavirus-highlights-of-pm-modi-s-address-to-the-nation-2818374
FirstPost,coronavirus,https://www.dnaindia.com/india/video-pm-modi-holds-meeting-with-chief-ministers-over-pandemic-coronavirus-2819470
FirstPost,coronavirus,https://www.dnaindia.com/india/report-pm-modi-s-creative-poster-about-coronavirus-is-going-viral-on-social-media-2818419
FirstPost,coronavirus,https://www.dnaindia.com/india/report-pm-modi-chairs-meeting-of-empowered-groups-to-tackle-covid-19-crisis-2819672
FirstPost,coronavirus,https://www.dnaindia.com/india/video-pm-modi-hails-nation-for-uniting-against-covid-19-outbreak-2819546
FirstPost,coronavirus,https://www.dnaindia.com/india/video-covid-19-janata-curfew-made-country-aware-of-its-unity-amid-challenging-time-says-pm-modi-2819545
FirstPost,coronavirus,https://www.dnaindia.com/india/video-citing-pandemic-coronavirus-congress-urges-govt-to-curtail-parliament-session-2817824
FirstPost,coronavirus,https://www.dnaindia.com/india/video-congress-workers-distribute-ration-sent-by-rahul-gandhi-for-needy-in-amethi-2819436
FirstPost,coronavirus,https://www.dnaindia.com/india/report-coronavirus-lockdown-chhattisgarh-congress-mla-violates-social-distancing-norm-to-distribute-ration-booked-2818988
FirstPost,coronavirus,https://www.dnaindia.com/india/report-congress-playing-petty-politics-amit-shah-on-sonia-gandhi-s-unplanned-lockdown-comment-2819486
FirstPost,coronavirus,https://www.dnaindia.com/india/video-congress-workers-set-up-kitchen-to-feed-needy-in-delhi-2819153
FirstPost,coronavirus,https://www.dnaindia.com/india/report-make-sure-students-in-residential-institutions-can-communicate-with-parents-rahul-gandhi-to-hrd-minister-2818729
FirstPost,coronavirus,https://www.dnaindia.com/india/report-congress-releases-names-of-candidates-for-rajya-sabha-polls-2817024
FirstPost,coronavirus,https://www.dnaindia.com/india/report-vasundhara-raje-dushyant-singh-test-negative-for-coronavirus-after-attending-party-with-covid-19-positive-kanika-kapoor-2818051
FirstPost,coronavirus,https://www.dnaindia.com/india/report-priyanka-gandhi-urges-centre-to-check-power-grids-engineers-concerns-during-covid-19-crisis-2819688
FirstPost,coronavirus,https://www.dnaindia.com/world/report-here-s-how-china-misled-the-world-on-coronavirus-pandemic-2818674
FirstPost,coronavirus,https://www.dnaindia.com/world/report-everyone-will-eventually-die-chechnya-leader-ramzan-kadyrov-on-coronavirus-panic-2817592
FirstPost,coronavirus,https://www.dnaindia.com/india/report-at-least-five-positive-cases-of-coronavirus-in-pune-maharashtra-health-department-2816761
FirstPost,coronavirus,https://www.dnaindia.com/world/report-this-book-predicted-coronavirus-12-years-ago-said-it-will-resurface-in-2030-2816028
FirstPost,coronavirus,https://www.dnaindia.com/world/report-coronavirus-most-airlines-will-be-bankrupt-by-may-2020-says-market-intelligence-firm-capa-2817413
FirstPost,coronavirus,https://www.dnaindia.com/india/report-coronavirus-karnataka-minority-board-recommends-closure-of-mosques-for-daily-namaz-jummah-prayers-till-march-31-2818243
FirstPost,coronavirus,https://www.dnaindia.com/india/report-coronavirus-outbreak-india-to-send-medical-team-to-italy-jaishankar-calls-iran-italy-extreme-situations-2816816
FirstPost,coronavirus,https://www.dnaindia.com/india/report-maharashtra-govt-launches-mahakavach-app-to-track-quarantined-coronavirus-patients-contacts-tracing-2819373
FirstPost,caa-nrc,https://www.dnaindia.com/india/report-no-one-should-be-scared-of-caa-nationwide-nrc-will-not-be-implemented-uddhav-thackeray-after-meeting-with-pm-modi-2814499
FirstPost,caa-nrc,https://www.dnaindia.com/india/report-pfi-planning-to-hold-anti-caa-nrc-protests-at-5000-places-claims-intel-report-2813130
FirstPost,caa-nrc,https://www.dnaindia.com/india/report-donald-trump-to-discuss-caa-nrc-raise-religious-freedom-issue-with-pm-modi-during-india-visit-us-official-2814531
FirstPost,caa-nrc,https://www.dnaindia.com/india/report-govt-least-bothered-about-caa-nrc-protests-says-congress-as-pm-says-open-for-discussion-on-all-issues-in-parliament-2811369
FirstPost,caa-nrc,https://www.dnaindia.com/india/report-nationwide-nrc-in-bjp-s-manifesto-no-decision-taken-amit-shah-2813625
FirstPost,caa-nrc,https://www.dnaindia.com/india/report-puducherry-becomes-first-ut-to-adopt-assembly-resolution-against-caa-npr-nrc-2813490
FirstPost,caa-nrc,https://www.dnaindia.com/india/report-muslim-organisations-hold-massive-protests-in-chennai-other-tamil-nadu-cities-over-caa-npr-nrc-2814263
FirstPost,caa-nrc,https://www.dnaindia.com/india/report-anti-caa-protesters-defy-court-order-take-out-march-to-siege-tamil-nadu-assembly-2814193
FirstPost,caa-nrc,https://www.dnaindia.com/india/report-christian-community-hits-kolkata-streets-to-protest-against-nrc-caa-2810233
FirstPost,caa-nrc,https://www.dnaindia.com/india/report-maharashtra-bjp-suspends-chairperson-of-selu-municipal-council-for-resolution-against-caa-nrc-2815952
FirstPost,caa-nrc,https://www.dnaindia.com/india/report-delhi-assembly-passes-resolution-against-npr-nrc-2817134
FirstPost,caa-nrc,https://www.dnaindia.com/india/report-akali-dal-bjp-part-ways-for-delhi-polls-amid-differences-over-caa-nrc-2810222
FirstPost,caa-nrc,https://www.dnaindia.com/india/report-rift-in-bjp-over-citizenship-issue-muslim-leaders-of-minority-cell-in-madhya-pradesh-are-now-anti-caa-nrc-2808933
FirstPost,caa-nrc,https://www.dnaindia.com/india/report-amid-caa-nrc-row-jdu-leader-questions-nitish-kumar-on-poll-tie-up-with-bjp-in-delhi-2810289
FirstPost,caa-nrc,https://www.dnaindia.com/india/report-not-going-back-tomorrow-sc-appointed-mediator-after-meeting-shaheen-bagh-protesters-2814357
FirstPost,caa-nrc,https://www.dnaindia.com/india/report-why-brother-is-afraid-of-muslim-women-owaisi-taunts-pm-modi-on-anti-caa-protests-2812219
FirstPost,caa-nrc,https://www.dnaindia.com/bollywood/report-don-t-support-caa-nrc-as-it-divides-my-house-pooja-bhatt-2811101
FirstPost,caa-nrc,https://www.dnaindia.com/india/report-chennai-anti-caa-protesters-clash-with-police-in-washermanpet-4-cops-injured-2813762
FirstPost,caa-nrc,https://www.dnaindia.com/india/photo-gallery-mughal-raj-coming-back-to-delhi-bjp-mp-tejasvi-surya-on-shaheen-bagh-protests-2812474
FirstPost,caa-nrc,https://www.dnaindia.com/india/report-bjp-plans-100-rallies-250-press-meets-to-counter-anti-caa-narrative-2806306
FirstPost,caa-nrc,https://www.dnaindia.com/india/report-bjp-to-send-30000-volunteers-to-west-bengal-to-dispel-misinformation-about-caa-2806920
FirstPost,caa-nrc,https://www.dnaindia.com/delhi/report-delhi-assembly-election-results-live-aap-set-to-win-seats-that-witnessed-anti-caa-protests-2813253
FirstPost,caa-nrc,https://www.dnaindia.com/india/report-yogionzee-yogi-adityanath-hits-out-at-shaheen-bagh-protests-says-kejriwal-playing-politics-over-caa-nrc-2812079
FirstPost,caa-nrc,https://www.dnaindia.com/india/report-shaheen-bagh-is-breeding-ground-for-suicide-bombers-union-minister-giriraj-singh-2812487
FirstPost,caa-nrc,https://www.dnaindia.com/india/report-west-bengal-becomes-fourth-state-to-pass-resolution-against-caa-2811021
FirstPost,caa-nrc,https://www.dnaindia.com/india/photo-gallery-hitler-conducted-census-twice-shaheen-bagh-may-turn-jallianwala-bagh-after-feb-8-asaduddin-owaisi-2812466
FirstPost,caa-nrc,https://www.dnaindia.com/india/report-modi-and-shah-destroyed-youth-s-future-dividing-india-rahul-gandhi-2806378
FirstPost,caa-nrc,https://www.dnaindia.com/india/report-something-terribly-wrong-has-happened-congress-moves-nhrc-over-up-police-action-during-anti-caa-protests-2811037
FirstPost,caa-nrc,https://www.dnaindia.com/india/video-rahul-gandhi-calls-caa-notebandi-no-2-says-will-be-double-the-shock-of-demonetisation-2807297
FirstPost,caa-nrc,https://www.dnaindia.com/india/report-congress-holds-protest-at-rajghat-against-caa-kamal-nath-gehlot-vow-to-not-implement-new-law-in-mp-rajasthan-2806564
NDTV,caa-nrc,https://www.ndtv.com/delhi-news/coronavirus-citizenship-protests-will-continue-on-janata-curfew-day-shaheen-bagh-protesters-2198600
NDTV,caa-nrc,https://www.ndtv.com/telangana-news/telangana-assembly-adopts-resolution-against-caa-npr-nrc-2195673
NDTV,caa-nrc,https://www.ndtv.com/india-news/ajit-pawar-no-need-for-resolution-against-caa-in-maharashtra-assembly-2188134
NDTV,caa-nrc,https://www.ndtv.com/india-news/amit-shah-to-address-pro-citizenship-amendment-act-rally-in-bhubaneswar-tomorrow-2186868
NDTV,caa-nrc,https://www.ndtv.com/india-news/women-protesters-vacate-road-outside-jafrabad-metro-station-2185696
NDTV,caa-nrc,https://gadgets.ndtv.com/entertainment/news/hotstar-modi-last-week-tonight-john-oliver-bjp-caa-nrc-rss-hitler-censorship-episode-2185364
NDTV,caa-nrc,https://www.ndtv.com/india-news/my-stand-on-caa-population-register-nrc-decided-after-consulting-ncp-congress-uddhav-thackeray-2184541
NDTV,caa-nrc,https://www.ndtv.com/india-news/jaffrabad-anti-caa-protests-updates-over-200-women-block-delhi-road-metro-station-temporarily-shut-2184305
NDTV,caa-nrc,https://www.ndtv.com/india-news/discussed-caa-with-pm-modi-nobody-needs-to-be-afraid-of-it-uddhav-thackeray-2183818
NDTV,caa-nrc,https://www.ndtv.com/india-news/uddhav-thackeray-needs-a-briefing-on-npr-caa-congresss-manish-tewari-2184151
NDTV,caa-nrc,https://www.ndtv.com/india-news/congress-leader-ashok-chavan-said-shiv-sena-stand-on-caa-nrc-npr-not-clear-2183433
NDTV,caa-nrc,https://www.ndtv.com/bangalore-news/woman-raises-pro-pakistan-slogans-at-anti-caa-protest-in-bengaluru-2183353
NDTV,caa-nrc,https://www.ndtv.com/india-news/sharad-pawar-on-differences-with-sena-over-population-register-caa-2182022
NDTV,caa-nrc,https://www.ndtv.com/india-news/caa-former-judges-army-officers-write-to-president-against-protesters-2181594
NDTV,caa-nrc,https://www.ndtv.com/india-news/uttar-pradesh-deputy-chief-minister-blames-aam-aadmi-party-for-firing-at-anti-citizenship-amendment-2174004
NDTV,caa-nrc,https://www.ndtv.com/india-news/anurag-thakur-remark-and-jamia-firing-part-of-chronology-says-congress-leader-digvijaya-singh-2173821
NDTV,caa-nrc,https://www.ndtv.com/india-news/nrc-shiv-sena-uddhav-thackerays-twist-on-why-he-wont-allow-national-register-of-citizens-2173701
NDTV,caa-nrc,https://www.ndtv.com/india-news/delhi-elections-ahead-of-elections-delhi-to-see-rallies-by-yogi-adityanath-gandhis-2172879
NDTV,caa-nrc,https://www.ndtv.com/india-news/delhi-elections-misunderstandings-resolved-akali-dal-to-contest-delhi-polls-with-bjp-2171666
NDTV,caa-nrc,https://www.ndtv.com/mumbai-news/at-least-100-women-continue-sit-in-protest-against-citizenship-amendment-act-in-mumbai-on-2nd-day-2171014
NDTV,caa-nrc,https://www.ndtv.com/india-news/another-sedition-case-against-jnu-student-for-separate-assam-remark-2169969
NDTV,caa-nrc,https://www.ndtv.com/india-news/rajasthan-assembly-passes-resolution-against-citizenship-amendment-act-2169532
NDTV,caa-nrc,https://www.ndtv.com/india-news/citizenship-amendment-act-assam-congress-leader-kamrul-islam-choudhury-accused-of-vandalism-at-anti-2169503
NDTV,caa-nrc,https://www.ndtv.com/india-news/nitish-kumar-folded-his-hands-before-the-media-what-made-him-angry-2169291
NDTV,caa-nrc,https://www.ndtv.com/india-news/yoga-teacher-ramdev-says-he-will-visit-caa-protesters-at-delhis-shaheen-bagh-tomorrow-2169240
NDTV,caa-nrc,https://www.ndtv.com/india-news/dmk-allies-to-conduct-massive-signature-campaign-against-caa-nrc-2169053
NDTV,caa-nrc,https://www.ndtv.com/india-news/anti-caa-protests-pranab-mukherjee-says-will-deepen-democracy-2168790
NDTV,caa-nrc,https://www.ndtv.com/india-news/rajnath-singh-on-caa-nrc-nobody-can-dare-touch-any-indian-muslim-2168224
NDTV,caa-nrc,https://www.ndtv.com/india-news/on-azadi-slogan-yogi-adityanaths-warning-to-protesters-2168206
NDTV,caa-nrc,https://www.ndtv.com/india-news/prashant-kishor-on-amit-shah-lucknow-speech-on-caa-no-sign-of-strength-2167774
NDTV,caa-nrc,https://www.ndtv.com/india-news/caa-protests-ramachandra-guha-on-caa-citizenship-amendment-act-says-illogical-immoral-ill-timed-2167027
NDTV,caa-nrc,https://www.ndtv.com/india-news/revamp-caa-former-delhi-lieutenant-governor-najeeb-jungs-message-to-centre-2167016
NDTV,coronavirus,https://www.ndtv.com/india-news/coronavirus-outbreak-baby-in-uttar-pradesh-named-corona-after-novel-virus-2199439
NDTV,coronavirus,https://www.ndtv.com/india-news/coronavirus-covid-19-complete-lockdown-in-19-states-as-coronavirus-cases-cross-400-centre-2199418
NDTV,coronavirus,https://www.ndtv.com/education/cbse-class-10-board-2020-no-pending-exams-for-cbse-class-10-students-to-hold-main-papers-for-northea-2204520
NDTV,coronavirus,https://www.ndtv.com/education/iisc-bangalore-team-building-indigenous-ventilator-prototype-for-covid-19-patients-2204271
NDTV,coronavirus,https://www.ndtv.com/education/coronavirus-ip-university-commits-employees-one-day-salary-to-pm-cares-fund-2203876
NDTV,coronavirus,https://www.ndtv.com/education/ignou-to-contribute-one-days-salary-to-combat-covid-19-2203580
NDTV,coronavirus,https://www.ndtv.com/education/contribute-for-pms-relief-fund-to-combat-covid-19-ugc-to-varsities-colleges-2202504
NDTV,coronavirus,https://www.ndtv.com/education/covid-19-amu-faculty-members-prepare-sanitizer-and-disinfectant-2202469
NDTV,coronavirus,https://www.ndtv.com/education/covid-19-jnu-to-donate-one-days-salary-to-pm-cares-fund-2202463
NDTV,coronavirus,https://www.ndtv.com/education/coronavirus-governments-e-learning-platforms-available-for-school-students-2198790
NDTV,coronavirus,https://www.ndtv.com/education/duta-demands-release-of-salaries-for-colleges-under-delhi-government-2198801
NDTV,coronavirus,https://www.ndtv.com/business/wall-street-slumps-again-as-fears-continue-to-spiral-dow-all-but-erases-trump-bump-2197103
NDTV,coronavirus,https://www.ndtv.com/education/coronavirus-hrd-ministry-to-launch-e-classes-on-swayam-prabha-dth-channels-2197011
NDTV,coronavirus,https://www.ndtv.com/education/coronavirus-outbreak-kolkata-schools-switch-to-e-classes-to-complete-syllabi-2196929
NDTV,coronavirus,https://www.ndtv.com/education/coronavirus-uttar-pradesh-shuts-educational-institutions-tourist-spots-2196185
NDTV,coronavirus,https://www.ndtv.com/education/covid-19-jharkhand-announces-closure-of-educational-institutions-till-april-14-2195730
NDTV,coronavirus,https://auto.ndtv.com/news/gm-ford-to-have-white-collar-employees-work-remotely-starting-monday-2194793
NDTV,coronavirus,https://www.ndtv.com/education/corona-scare-visva-bharati-cancels-classes-till-march-31-asks-students-to-vacate-hostels-2194777
NDTV,coronavirus,https://www.ndtv.com/education/coronavirus-delhi-government-orders-to-suspend-morning-assembly-in-schools-2191097
NDTV,coronavirus,https://www.ndtv.com/education/coronavirus-outbreak-several-chinese-universities-to-postpone-new-semesters-says-embassy-2182772
NDTV,coronavirus,https://www.ndtv.com/india-news/coronavirus-indian-crews-sos-video-from-quarantined-japan-ship-diamond-princess-modi-ji-please-segre-2177886
NDTV,coronavirus,https://www.ndtv.com/india-news/first-case-of-coronavirus-in-india-student-from-wuhan-china-under-observation-in-kerala-2172044
NDTV,coronavirus,https://www.ndtv.com/india-news/coronavirus-india-government-puts-curbs-on-exports-of-diagnostic-kits-with-immediate-effect-2206024
NDTV,coronavirus,https://www.ndtv.com/india-news/covid-19-lockdown-must-be-backed-up-by-extensive-testing-priyanka-gandhi-vadra-2206007
NDTV,coronavirus,https://www.ndtv.com/india-news/centre-overturns-jammu-and-kashmir-job-rules-in-2-days-after-fierce-backlash-2205870
NDTV,coronavirus,https://www.ndtv.com/delhi-news/coronavirus-covid-19-delhi-prepared-if-it-spreads-says-arvind-kejriwal-as-cases-near-400-2205755
NDTV,coronavirus,https://sports.ndtv.com/cricket/coronavirus-sourav-ganguly-urges-citizens-to-stay-indoors-maintain-social-distancing-amid-covid-19-2205631
NDTV,coronavirus,https://www.ndtv.com/india-news/up-government-to-apply-national-security-act-against-those-attacking-cops-amid-covid-19-lockdown-2205444
NDTV,coronavirus,https://www.ndtv.com/india-news/coronavirus-maharashtra-government-launches-online-self-assessment-tool-2205331
DDNews,caa-nrc,http://goisearch.gov.in/ClickedLink?searchKeyword=NRC&turl=http%3A%2F%2Fddnews.gov.in%2Fmamata-banerjee-NRC-Assam&encid=7805d91bcaad300e6218fee9a94c8d43&rank=0&encoded_url=http%3A%2F%2Fddnews.gov.in%2Fmamata-banerjee-NRC-Assam
DDNews,caa-nrc,http://goisearch.gov.in/ClickedLink?searchKeyword=NRC&turl=http%3A%2F%2Fddnews.gov.in%2Fnational%2Fpm-nrc-no-citizen-india-will-have-leave-country&encid=5539b65bc878adf7dd201b8699784a94&rank=1&encoded_url=http%3A%2F%2Fddnews.gov.in%2Fnational%2Fpm-nrc-no-citizen-india-will-have-leave-country
DDNews,caa-nrc,http://goisearch.gov.in/ClickedLink?searchKeyword=NRC&turl=http%3A%2F%2Fddnews.gov.in%2Fnational-people%2Fassam-final-list-national-register-citizens-nrc-published-%C2%A0&encid=f2fc7252886546415c399e14be45b2ee&rank=2&encoded_url=http%3A%2F%2Fddnews.gov.in%2Fnational-people%2Fassam-final-list-national-register-citizens-nrc-published-%25C2%25A0
DDNews,caa-nrc,http://goisearch.gov.in/ClickedLink?searchKeyword=NRC&turl=http%3A%2F%2Fddnews.gov.in%2Fvideos%2Fnational%2F28983677-crore-applicants-cleared-genuine-indian-citizens-registrar-general-nrc&encid=f5a4f996c5e8f07233e4dfde6cf8b86f&rank=12&encoded_url=http%3A%2F%2Fddnews.gov.in%2Fvideos%2Fnational%2F28983677-crore-applicants-cleared-genuine-indian-citizens-registrar-general-nrc
DDNews,caa-nrc,http://goisearch.gov.in/ClickedLink?searchKeyword=NRC&turl=http%3A%2F%2Fddnews.gov.in%2Fvideos%2Fnational%2Fassam-police-registers-fir-against-mamata-banerjee-nrc-remarks&encid=e04693446e4d5e7a565e280640a8353a&rank=13&encoded_url=http%3A%2F%2Fddnews.gov.in%2Fvideos%2Fnational%2Fassam-police-registers-fir-against-mamata-banerjee-nrc-remarks
DDNews,caa-nrc,http://goisearch.gov.in/ClickedLink?searchKeyword=NRC&turl=http%3A%2F%2Fddnews.gov.in%2Fnational%2Fno-genuine-citizen-will-be-left-out-nrc-pm-modi&encid=cac112b4d9341882dae64d3074deb0fa&rank=14&encoded_url=http%3A%2F%2Fddnews.gov.in%2Fnational%2Fno-genuine-citizen-will-be-left-out-nrc-pm-modi
DDNews,caa-nrc,http://goisearch.gov.in/ClickedLink?searchKeyword=NRC&turl=http%3A%2F%2Fddnews.gov.in%2Fnational%2Fleft-out-nrc-persons-will-get-facilities-prove-their-cases-assam-govt&encid=a28a36ad852732fde294d3c01c0aedf8&rank=15&encoded_url=http%3A%2F%2Fddnews.gov.in%2Fnational%2Fleft-out-nrc-persons-will-get-facilities-prove-their-cases-assam-govt
